Link							000							001							002							003							004							005							006							007							008							009							010							011							012							013							014							015							016							017							018							019							020							021							022							023							024							025							026							027							028							029							030							031							032							033							034							035							036							037							038							039							040							041							042							043							044							045							046							047							048							049							050							051							052							053							054							055							056							057							058							059							060							061							062							063							064							065							066							067							068							069							070							071							072							073							074							075							076							077							078							079							080							081							082							083				
Frame 0000	1101 e000000000000000	1101 e0a0000000000000	1101 e000000000000000	1101 e1c0000000000000	1101 e000000000000000	1101 e0c0000000000000	1101 e000000000000000	1101 e140000000000000	1101 e020000000000000	1101 e000000000000000	1101 e0e0000000000000	1101 e0e0000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e240000000000000	1101 e0c0000000000000	1101 e000000000000000	1101 e0c0000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e1e0000000000000	1101 e240000000000000	1101 e000000000000000	1101 e880000000000000	1101 e4c0000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e560000000000000	1101 e000000000000000	1101 e000000000000000	1101 ea20000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	
Frame 0055	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e020000000000000	0001 e040000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e020000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e020000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0056	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040800000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080a00000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e020000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0057	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e040000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040200000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e020000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0058	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e060000000000000	0001 e040000000000000	0001 e140000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e020000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e020000000000000	0001 e040000000000000	0001 e040000000000000	0001 e040000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0059	0001 e040000000000000	0001 e000600000000000	0001 e000000000000000	0001 e040000000000000	0001 e060200000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0060	0001 e040000000000000	0001 e000600000000000	0001 e000000000000000	0001 e040000000000000	0001 e060200000000000	0001 e000000000000000	0001 e080000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e040000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0061	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e080000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e040000000000000	0001 e000800000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e040000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0062	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e020000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e040000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e040000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0063	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000800000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e100000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080400000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e020000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e040000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e040000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0064	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e001200000000000	0001 e000000000000000	0001 e000800000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080400000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e020000000000000	0001 e040000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e040000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0065	0001 e080000000000000	0001 e020600000000000	0001 e000000000000000	0001 e040800000000000	0001 e060600000000000	0001 e000400000000000	0001 e040800000000000	0001 e240000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e1e0000000000000	0001 e080000000000000	0001 e040000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e020000000000000	0001 e040000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e020000000000000	0001 e000000000000000	0001 e040000000000000	0001 e044a00000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0066	0001 e040000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e040000000000000	0001 e060a00000000000	0001 e000c00000000000	0001 e041800000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000e00000000000	0001 e040800000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e020000000000000	0001 e000000000000000	0001 e040000000000000	0001 e046a00000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0067	0001 e040000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e040000000000000	0001 e060a00000000000	0001 e000c00000000000	0001 e041000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000800000000000	0001 e040400000000000	0001 e040000000000000	0001 e000200000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e020000000000000	0001 e000000000000000	0001 e040200000000000	0001 e041c00000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0068	0001 e040400000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e060000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040400000000000	0001 e000800000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e020000000000000	0001 e000000000000000	0001 e040600000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0069	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
