Link							000							001							002							003							004							005							006							007							008							009							010							011							012							013							014							015							016							017							018							019							020							021							022							023							024							025							026							027							028							029							030							031							032							033							034							035							036							037							038							039							040							041							042							043							044							045							046							047							048							049							050							051							052							053							054							055							056							057							058							059							060							061							062							063							064							065							066							067							068							069							070							071							072							073							074							075							076							077							078							079							080							081							082							083				
Frame 0000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 fd36600000000000	1101 f4e2200000000000	1101 f098c00000000000	1101 f39ac00000000000	1101 e5aba00000000000	1101 f1ff200000000000	1101 e46f200000000000	1101 e983a00000000000	1101 e82ee00000000000	1101 e94ce00000000000	1101 f619c00000000000	1101 f89f400000000000	1101 e9f9400000000000	1101 e72b400000000000	1101 e000000000000000	1101 e000800000000000	1101 e000000000000000	1101 e000e00000000000	1101 e000000000000000	1101 e002400000000000	1101 e001e00000000000	1101 e002200000000000	1101 e001400000000000	1101 e001200000000000	1101 e000000000000000	1101 e000000000000000	1101 e001200000000000	1101 e000000000000000	1101 f9cb800000000000	1101 fe4d600000000000	1101 e0b4e00000000000	1101 ecb3c00000000000	1101 f68be00000000000	1101 eb64400000000000	1101 ea94e00000000000	1101 e7abe00000000000	1101 e4ada00000000000	1101 ff77e00000000000	1101 fbac800000000000	1101 fc58400000000000	1101 fc4be00000000000	1101 e995600000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	
Frame 0055	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e020000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e3c2200000000000	0001 e7d7a00000000000	0001 e215c00000000000	0001 f6b5600000000000	0001 ef5be00000000000	0001 f314c00000000000	0001 fe44200000000000	0001 e316e00000000000	0001 f71ea00000000000	0001 fb70200000000000	0001 ec42e00000000000	0001 e414a00000000000	0001 f2d4a00000000000	0001 f9a7800000000000	0001 e000400000000000	0001 e000200000000000	0001 e000000000000000	0001 e003400000000000	0001 e003000000000000	0001 e003c00000000000	0001 e003a00000000000	0001 e003000000000000	0001 e003400000000000	0001 e003c00000000000	0001 e003c00000000000	0001 e003400000000000	0001 e003200000000000	0001 e003a00000000000	0001 fcb2a00000000000	0001 f52e800000000000	0001 e90ec00000000000	0001 ef1d000000000000	0001 fd0b000000000000	0001 e69e200000000000	0001 ffe2a00000000000	0001 ee56400000000000	0001 e42a400000000000	0001 f2b1c00000000000	0001 efd6a00000000000	0001 e6ab000000000000	0001 f80d400000000000	0001 f029c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0056	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 e000600000000000	0001 e000e00000000000	0001 e000c00000000000	0001 e001400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 efaea00000000000	0001 eeda800000000000	0001 f464400000000000	0001 ec59400000000000	0001 e61b000000000000	0001 ee13000000000000	0001 f2e9e00000000000	0001 ece6a00000000000	0001 f472000000000000	0001 f0ac000000000000	0001 e6f8c00000000000	0001 ed60e00000000000	0001 f42a600000000000	0001 e3d9600000000000	0001 e000400000000000	0001 e000200000000000	0001 e000000000000000	0001 e003400000000000	0001 e003000000000000	0001 e003c00000000000	0001 e003a00000000000	0001 e003000000000000	0001 e003400000000000	0001 e003c00000000000	0001 e003c00000000000	0001 e003400000000000	0001 e003200000000000	0001 e003a00000000000	0001 e2cdc00000000000	0001 f819a00000000000	0001 feaba00000000000	0001 e3d0e00000000000	0001 e186a00000000000	0001 ffbf600000000000	0001 fa5fe00000000000	0001 f89e400000000000	0001 e90fc00000000000	0001 e211200000000000	0001 e425a00000000000	0001 e4e3800000000000	0001 f6a8e00000000000	0001 f553e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0057	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 e000600000000000	0001 e000e00000000000	0001 e000600000000000	0001 e001400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 fbdd600000000000	0001 feac800000000000	0001 f178600000000000	0001 eb8f800000000000	0001 eae2600000000000	0001 f48d200000000000	0001 f772600000000000	0001 ee08200000000000	0001 fb9e600000000000	0001 e75d000000000000	0001 fafd000000000000	0001 edfc200000000000	0001 f7b8000000000000	0001 f311400000000000	0001 e000400000000000	0001 e000200000000000	0001 e000000000000000	0001 e003400000000000	0001 e003000000000000	0001 e003c00000000000	0001 e003a00000000000	0001 e003000000000000	0001 e003400000000000	0001 e003c00000000000	0001 e003c00000000000	0001 e003400000000000	0001 e003200000000000	0001 e003a00000000000	0001 eccc800000000000	0001 f377400000000000	0001 ef2b200000000000	0001 f0bda00000000000	0001 ff76600000000000	0001 e22fe00000000000	0001 f88e600000000000	0001 e92ac00000000000	0001 e5dd600000000000	0001 f72d400000000000	0001 ea02200000000000	0001 ee96000000000000	0001 fcf2a00000000000	0001 f3e7800000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0058	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e020400000000000	0001 e000600000000000	0001 e000e00000000000	0001 e000600000000000	0001 e001400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 f80c600000000000	0001 e79c200000000000	0001 fe82800000000000	0001 f824200000000000	0001 ef9d200000000000	0001 fa62200000000000	0001 ea3b000000000000	0001 ff50600000000000	0001 e237a00000000000	0001 e7a9400000000000	0001 f202800000000000	0001 f9bd800000000000	0001 fadf200000000000	0001 ebc1400000000000	0001 e000400000000000	0001 e000200000000000	0001 e000000000000000	0001 e003400000000000	0001 e003000000000000	0001 e003c00000000000	0001 e003a00000000000	0001 e003800000000000	0001 e003a00000000000	0001 e003c00000000000	0001 e003c00000000000	0001 e003e00000000000	0001 e003200000000000	0001 e003a00000000000	0001 f7afe00000000000	0001 e803400000000000	0001 ea18a00000000000	0001 f6b2e00000000000	0001 e90d200000000000	0001 e5f6600000000000	0001 ed26400000000000	0001 e008200000000000	0001 f3baa00000000000	0001 e779400000000000	0001 f377800000000000	0001 e546800000000000	0001 eb51400000000000	0001 fe34400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0059	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0060	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 f7e2e00000000000	0001 f205600000000000	0001 eb34800000000000	0001 e014c00000000000	0001 feddc00000000000	0001 ea39400000000000	0001 e7ff400000000000	0001 ea0f600000000000	0001 fa59a00000000000	0001 f75d400000000000	0001 f690c00000000000	0001 e265800000000000	0001 fcc1a00000000000	0001 ee3e000000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e0e0400000000000	0001 e000600000000000	0001 e000e00000000000	0001 e000600000000000	0001 e001400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 fb3c400000000000	0001 fa8f000000000000	0001 e766000000000000	0001 ea63800000000000	0001 eed4200000000000	0001 f3fd200000000000	0001 ece8200000000000	0001 e1c3000000000000	0001 e26e600000000000	0001 f9a6600000000000	0001 f641e00000000000	0001 fb09200000000000	0001 e1f1800000000000	0001 fa25800000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0061	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e038400000000000	0001 e4f2800000000000	0001 fcb6e00000000000	0001 e084800000000000	0001 e73a000000000000	0001 f5f3600000000000	0001 e94e400000000000	0001 f602600000000000	0001 e147600000000000	0001 f170c00000000000	0001 ee87400000000000	0001 f37ec00000000000	0001 e01e400000000000	0001 eaea600000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e002000000000000	0001 e000600000000000	0001 e002200000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 f259a00000000000	0001 e52f200000000000	0001 e7dd400000000000	0001 f226e00000000000	0001 f196800000000000	0001 fa8f200000000000	0001 ebf3000000000000	0001 f79dc00000000000	0001 e771400000000000	0001 ebddc00000000000	0001 f736200000000000	0001 fc73000000000000	0001 e529c00000000000	0001 f5b1000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0062	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 f594600000000000	0001 e507800000000000	0001 ffa9c00000000000	0001 e8e5000000000000	0001 f115000000000000	0001 fa98e00000000000	0001 f1d9000000000000	0001 eb67600000000000	0001 ee8c400000000000	0001 fc37e00000000000	0001 e145a00000000000	0001 eb41400000000000	0001 f397000000000000	0001 fb36200000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000400000000000	0001 e000000000000000	0001 e002000000000000	0001 e000600000000000	0001 e002200000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 f172e00000000000	0001 e246800000000000	0001 ee4fe00000000000	0001 eac7000000000000	0001 edb8600000000000	0001 ef5fc00000000000	0001 f2e9000000000000	0001 fb7f800000000000	0001 f327000000000000	0001 fbc3a00000000000	0001 f251400000000000	0001 ea85400000000000	0001 fe72e00000000000	0001 ef00000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0063	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 ff8b600000000000	0001 e861400000000000	0001 fac2e00000000000	0001 e333400000000000	0001 e96c000000000000	0001 ee63800000000000	0001 e418200000000000	0001 fccde00000000000	0001 ec03200000000000	0001 e431000000000000	0001 f28d600000000000	0001 e4cd000000000000	0001 e547200000000000	0001 f5b4000000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000400000000000	0001 e000000000000000	0001 e002000000000000	0001 e000600000000000	0001 e002200000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 ed14800000000000	0001 e866a00000000000	0001 f18c200000000000	0001 f669a00000000000	0001 f110400000000000	0001 fade400000000000	0001 f336400000000000	0001 f9e3000000000000	0001 e052400000000000	0001 f549800000000000	0001 e151a00000000000	0001 f631200000000000	0001 ead5400000000000	0001 e9a6800000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0064	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e100000000000000	0001 e000600000000000	0001 e140000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 f0f5200000000000	0001 e5e7200000000000	0001 fa12200000000000	0001 e62a600000000000	0001 ff4a600000000000	0001 f8d0800000000000	0001 ecc0800000000000	0001 f29cc00000000000	0001 e00ce00000000000	0001 fb09000000000000	0001 eaebe00000000000	0001 f3b1800000000000	0001 f9c3000000000000	0001 f750a00000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e003400000000000	0001 e003000000000000	0001 e000000000000000	0001 e002000000000000	0001 e000600000000000	0001 e002200000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 ef63c00000000000	0001 f368400000000000	0001 f98c000000000000	0001 ed11200000000000	0001 fb33800000000000	0001 f062e00000000000	0001 edf5a00000000000	0001 fd6a800000000000	0001 fc54000000000000	0001 fe3fa00000000000	0001 eb6ca00000000000	0001 f375600000000000	0001 fecbe00000000000	0001 f173a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0065	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e100000000000000	0001 e000600000000000	0001 e140000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e497000000000000	0001 ef57e00000000000	0001 f526200000000000	0001 f162600000000000	0001 ff24a00000000000	0001 ec40200000000000	0001 e509800000000000	0001 e5e9e00000000000	0001 e5fa200000000000	0001 f7cec00000000000	0001 f69f800000000000	0001 eb0b000000000000	0001 ef81e00000000000	0001 e5df400000000000	0001 e000400000000000	0001 e000200000000000	0001 e000000000000000	0001 e003400000000000	0001 e003000000000000	0001 e003c00000000000	0001 e003a00000000000	0001 e003000000000000	0001 e003400000000000	0001 e003c00000000000	0001 e003c00000000000	0001 e003400000000000	0001 e003200000000000	0001 e003a00000000000	0001 e570a00000000000	0001 f4d7c00000000000	0001 ec8b000000000000	0001 fa5e600000000000	0001 f815200000000000	0001 f7cd000000000000	0001 ff6e200000000000	0001 f500200000000000	0001 eee7600000000000	0001 f8d2600000000000	0001 efaf400000000000	0001 e2a9200000000000	0001 fc27000000000000	0001 fb36000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0066	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 e000600000000000	0001 e000e00000000000	0001 e000600000000000	0001 e001400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 f734a00000000000	0001 fc87000000000000	0001 fe6b600000000000	0001 f704800000000000	0001 f48a800000000000	0001 e0e2e00000000000	0001 efb2c00000000000	0001 fbaf800000000000	0001 f237e00000000000	0001 f163400000000000	0001 fb93c00000000000	0001 f150200000000000	0001 fea0c00000000000	0001 fd75400000000000	0001 e000400000000000	0001 e000200000000000	0001 e000000000000000	0001 e003400000000000	0001 e003000000000000	0001 e003c00000000000	0001 e003a00000000000	0001 e003000000000000	0001 e003400000000000	0001 e003c00000000000	0001 e003c00000000000	0001 e003400000000000	0001 e003200000000000	0001 e003a00000000000	0001 f6bac00000000000	0001 efd9400000000000	0001 e89e000000000000	0001 ea46e00000000000	0001 f787600000000000	0001 f878600000000000	0001 e2aa800000000000	0001 f11a000000000000	0001 ee86200000000000	0001 e72e600000000000	0001 eec8400000000000	0001 eb08c00000000000	0001 e8da800000000000	0001 fa16c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0067	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e020400000000000	0001 e000600000000000	0001 e000e00000000000	0001 e000600000000000	0001 e001400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 ebdba00000000000	0001 eb4b400000000000	0001 f82f600000000000	0001 eae5400000000000	0001 e293e00000000000	0001 ed3aa00000000000	0001 ed17800000000000	0001 f1a9000000000000	0001 f559a00000000000	0001 e9f9600000000000	0001 ffdc000000000000	0001 f1b7400000000000	0001 f90ec00000000000	0001 f24ec00000000000	0001 e000400000000000	0001 e000200000000000	0001 e000000000000000	0001 e003400000000000	0001 e003000000000000	0001 e003c00000000000	0001 e003a00000000000	0001 e003000000000000	0001 e003400000000000	0001 e003c00000000000	0001 e003c00000000000	0001 e003400000000000	0001 e003200000000000	0001 e003a00000000000	0001 f20ca00000000000	0001 fe7de00000000000	0001 e254200000000000	0001 f27f600000000000	0001 fe63c00000000000	0001 ed5b800000000000	0001 f4bc200000000000	0001 ee97400000000000	0001 ed8bc00000000000	0001 ed9ae00000000000	0001 eb14800000000000	0001 f090400000000000	0001 f11a600000000000	0001 e172000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0068	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e140400000000000	0001 e000600000000000	0001 e000e00000000000	0001 e000600000000000	0001 e001400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 f2c3400000000000	0001 e9e6600000000000	0001 efa0000000000000	0001 ffdc200000000000	0001 e16fa00000000000	0001 f0a7000000000000	0001 e24e400000000000	0001 ea11400000000000	0001 f7c3600000000000	0001 f9d5e00000000000	0001 fbf1c00000000000	0001 f6ade00000000000	0001 f24c200000000000	0001 e006200000000000	0001 e000400000000000	0001 e000200000000000	0001 e000000000000000	0001 e003400000000000	0001 e003000000000000	0001 e003c00000000000	0001 e003a00000000000	0001 e003000000000000	0001 e003400000000000	0001 e003c00000000000	0001 e003c00000000000	0001 e003400000000000	0001 e003200000000000	0001 e003a00000000000	0001 fb39200000000000	0001 fe08200000000000	0001 eabcc00000000000	0001 eaed800000000000	0001 e022c00000000000	0001 eaa1000000000000	0001 f97fa00000000000	0001 f82f600000000000	0001 ffee600000000000	0001 e17ba00000000000	0001 f1c6800000000000	0001 fa93e00000000000	0001 e137800000000000	0001 f875200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
